#x,Curve1
-1.422763,0.4537
-1.416278,0.44615
-1.411414,0.47986
-1.378016,0.19634
-1.371855,0.09749
-1.370882,0.10352
-1.354669,0.13138
-1.298898,0.013475
-1.244747,0.0051389
-1.215564,0.0013322
