#x,Curve1
-1.408456,0.22802
-1.377787,0.2062
-1.329325,0.40434
-1.325282,0.31007
-1.293361,0.24866
-1.276285,0.129313
-1.258919,0.16582
-1.232485,0.107235
-1.230424,0.102356
