#x,Curve1
-1.408215,1.73493
-1.376896,1.91919
-1.329345,1.77799
-1.325224,1.60264
-1.293233,1.98674
-1.276357,1.69359
-1.258805,1.64679
-1.230408,1.54145
-1.232556,2.07809
