,HR-150,,,,HR-200,,,,HR-300 (1h),,
,C2+,,H2 from rest,,C2+,,H2 from rest,,C2+,,H2 from rest
-0.153,0,-0.153,0,-0.453121,0.00135795,-0.453121,0.01591657,-0.452611,0.00219528,-0.452611,0.069149536
-0.203,0,-0.203,0,-0.403185,0.00122971,-0.403185,0.007506508,-0.403185,0.00076945,-0.403185,0.035611165
-0.253,0.000276138,-0.253,0.000275586,-0.353248,0.00120684,-0.353248,0.003812875,-0.352739,0.00077984,-0.352739,0.013701868
-0.303,0.000992731,-0.303,0.00052451,-0.302293,0.00087341,-0.302293,0.001708352,-0.302803,0.00071815,-0.302803,0.005403664
-0.353,0.001267862,-0.353,0.000939034,-0.253376,0.00025166,-0.253376,0.000739127,-0.252357,0.00038474,-0.252357,0.00205511
-0.403,0.000888676,-0.403,0.001732014,-0.203439,0.00002916,-0.203439,0.00027311,-0.20293,0.00010679,-0.20293,0.000940993
-0.453,0.00062691,-0.453,0.002338607,-0.152484,0.00000073,-0.152484,,-0.152994,0.00000628,-0.152994,
