#x,Curve1
-1.421722,1.0972
-1.41626,1.471
-1.41144,1.3752
-1.377057,0.4667
-1.371272,0.30025
-1.370308,0.28303
-1.354563,0.18608
-1.298329,0.033124
-1.258805,0.011241
-1.244344,0.0006164
-1.215424,0.0006575
-1.209319,0.000896
